titulo,autores,generos,serie,sinopsis,url_libro,categoria_origen,fecha_extraccion,imagen_portada
"El amor, el dandismo y la intriga",Pío Baroja,"Clásico, Histórico, Relato",Memorias de un hombre de acción,"Esta obra, terminada en Vera de Bidasoa por octubre de 1922, se halla constituida por cuatro partes y en ellas vuelve a ser personaje central el narrador, Pedro Leguía. Recoge el hilo, un poco abandonado desde El aprendiz de conspirador. Bayona es el centro de la intriga al principio, como lo será en otras novelas de la serie, inmediatamente posteriores. Abundan las descripciones y pinturas del ambiente de 1837. Leguía es joven, apuesto, el dandysmo está a la orden del día. Esto y sus actividades peculiares le dan motivos para apuntar muchas ideas y observaciones sobre la vida amorosa y la política y sus hombres. Pero también hay parte dedicada a descubrir la situación de la zona fronteriza avanzada ya la primera guerra civil; el novelista transcribe, así, canciones vascas de circunstancias (algunas recogidas en Vera). La tercera parte recoge experiencias muy distintas y varias, en París y Madrid. La trama mayor de todas las urdidas por Aviraneta para provocar la desorientación en el campo carlista se va desarrollando en las partes cuarta y quinta, llenas de incidentes novelescos e intrigas amorosas que justifican sobradamente el título.",https://ww3.lectulandia.co/book/el-amor-el-dandismo-y-la-intriga/,Clásico,2026-09-06 12:56:58,"https://assets.lectulandia.co/b/Pio%20Baroja/El%20amor,%20el%20dandismo%20y%20la%20intriga%20(5328)/big.jpg"
Apología de Sócrates (Trad. Gredos),Platón,"Clásico, Filosofía",Diálogos de juventud,"En Apología de Sócrates, diálogo compuesto entre 393 y 389 a.C., Platón (c. 427-347 a. C.) ofrece una versión de la defensa que hizo de sí mismo Sócrates frente al jurado de Atenas tras ser acusado de corromper a los jóvenes y despreciar a los dioses. El diálogo, perteneciente al ciclo platónico de obras socráticas o de juventud, además de rescatar el texto de la apología (defensa) ante el tribunal, constituye la apología (elogio) que hace Platón de su maestro. Sócrates comienza el diálogo diciendo que no sabe si los atenienses han sido ya persuadidos por los que le acusan. Este inicio resulta crucial para establecer el tema del discurso, pues es frecuente que Platón comience sus diálogos socráticos exponiendo la idea general del texto. Sócrates pide al jurado que no atienda a sus virtudes oratorias, sino a la verdad que éstas convocan. A su vez, asegura que no va a utilizar ornamentos retóricos ni frases cuidadosamente preparadas, sino que dirá lo que se le pase por la cabeza, las mismas palabras que utilizaría en el ágora y en las reuniones; pero demuestra ser un maestro en retórica, no sólo elocuente y persuasivo, sino hábil con el jurado. Aun así, este discurso, que durante más de dos milenios se ha ganado el favor de los lectores, no consigue ganar el juicio. Sócrates fue condenado a muerte, y desde entonces se le ha admirado por su serena aceptación de la sentencia.",https://ww3.lectulandia.co/book/apologia-de-socrates-trad-gredos/,Clásico,2026-09-06 12:57:01,https://assets.lectulandia.co/b/Platon/Apologia%20de%20Socrates%20(Trad.%20Gredos)%20(5306)/big.jpg
Critón (Trad. Gredos),Platón,"Clásico, Filosofía",Diálogos de juventud,"El Critón, el más breve de los escritos platónicos iniciales, está muy vinculado a la Apología. Tras la terrible sentencia, Sócrates y Critón repasan los conceptos y puntos de vista que ambos aceptaban anteriormente, para comprobar si siguen siendo válidos.",https://ww3.lectulandia.co/book/criton-trad-gredos/,Clásico,2026-09-06 12:57:03,https://assets.lectulandia.co/b/Platon/Criton%20(Trad.%20Gredos)%20(5307)/big.jpg
Servidumbre humana,William Somerset Maugham,"Clásico, Drama, Relato",N/D,"Servidumbre humana (Of Human Bondage, 1915) fue calificada por los críticos de la época como ""una de las novelas más importantes del siglo XX."" El libro parece ser bastante autobiográfico (la tartamudez de Maugham se transforma en una deformación congénita de los pies de Philip Carey, el vicario de Whitestable se convierte en el vicario de Blackstable, y Philip Carey es un médico) no obstante el mismo Maugham insistió que se trataba de invención más que de realidad. En todo caso, la estrecha relación entre ficción y realidad fue una de las características de la obra de Maugham, a pesar de la obligada declaración legal sobre el hecho de que ""los personajes [de ésta o aquella obra] son completamente imaginarios"". En 1938 escribió: ""Realidad y ficción están tan mezcladas en mi obra que ahora, echando una ojeada en ella, difícilmente puedo distinguir la una de la otra."". A través de su protagonista principal, Philip Carey, Servidumbre humana desgrana una historia de formación y sufrimiento abarcando diversas fases de la juventud y la sensualidad humana. Su orfandad, las humillaciones sufridas en la escuela a causa de su defecto físico en un pie —como en el caso de su autor, por la tartamudez— desarrollaron en Philip un carácter introspectivo y extremadamente sensible, al tiempo que se formó en él “…el más exquisito hábito humano: el de la lectura”. Su rebeldía, plasmada en su descreimiento religioso y en sus ansias de aventura y libertad, provino de aquella falta de mayor cariño. En París vivirá infructuosamente el sueño de convertirse en artista; y las sucesivas etapas de su vida —los estudios de medicina en Londres, su desaforada pasión por una mujer vulgar pero seductora, el hambre y la pobreza…— buscarán la respuesta al sentido de la existencia, a cuál debe ser la idea rectora que la guíe. Pero sólo en uno mismo está poder descubrirlo: vivir será tejer el tapiz del propio destino por la satisfacción de llevar a cabo la obra; y al comprenderlo, el protagonista encontrará inesperadamente la paz..",https://ww3.lectulandia.co/book/servidumbre-humana/,Clásico,2026-09-06 12:57:05,https://assets.lectulandia.co/b/William%20Somerset%20Maugham/Servidumbre%20humana%20(5314)/big.jpg
Canciones de inocencia y de experiencia,William Blake,"Clásico, Filosofía, Poesía",N/D,"Blake, precursor de Byron o Keats, se anticipó en el rechazo a lo neoclásico y si algo puede definirlo es su defensa de la imaginación frente a la razón. Consideraba que las formas ideales debían construirse no a partir de la observación de la naturaleza sino de las visiones interiores. Sus poemas más voluntariosos, fragantes, directos y elocuentes aparecieron en Canciones de inocencia, texto publicado en un año que es todo un símbolo, 1789. Pero pronto Blake perdió la fe en el ser humano. En 1794 publicó Canciones de experiencia, una obra del mismo estilo lírico, una vuelta de tuerca sobre muchos de los temas y lemas de su libro anterior. Lo normal ahora es publicar ambas series como un texto conjunto debido a las analogías formales que presentan las mismas. Pero en realidad inocencia y experiencia siempre han sido distintas, inocencia y experiencia se complementan como «los dos estados opuestos del alma humana». La inocencia de la niñez (cúanto recuerda a las ideas de Leopardi) frente al camino pertubador hacia la nada de la vida adulta. La corrupción necesaria, la transgresión del conocimiento. La verdadera inocencia que resulta imposible sin la experiencia, transformada por la fuerza creativa de la imaginación humana.",https://ww3.lectulandia.co/book/canciones-de-inocencia-y-de-experiencia/,Clásico,2026-09-06 12:57:08,https://assets.lectulandia.co/b/William%20Blake/Canciones%20de%20inocencia%20y%20de%20experiencia%20(5315)/big.jpg
La hija de Jezabel,Wilkie Collins,"Clásico, Intriga",N/D,"Un médico francés consigue, en una universidad alemana, recuperar la fórmula de dos de los famosos venenos empleados por los Borgia. Tras su extraña muerte, las fórmulas de los venenos y varios frascos que los contienen desaparecen de su laboratorio. Ese es el punto de arranque de La hija de Jezabel, una novela de trama trepidante poblada de personajes inolvidables, como Madame Fontaine, quien, al igual que la Jezabel bíblica, está dispuesta a todo con tal de conseguir sus propósitos; Jack Straw, nombre de uno de los líderes de las revueltas campesinas de 1380, es el apodo por el que es conocido un loco cuya lucidez a veces resulta sorprendente; la dinámica viuda Wagner, cuyo carácter tenaz la lleva a abanderar a contracorriente la incorporación de la mujer a la empresa en pleno siglo XIX; el sensible e ingenuo señor Engelman, enamoradizo y romántico; la delicada Minna; el severo señor Keller… Y todo ello en un marco de crímenes sin resolver, crímenes que no siempre lo parecen y en los que los muertos no siempre lo están.",https://ww3.lectulandia.co/book/la-hija-de-jezabel/,Clásico,2026-09-06 12:57:12,https://assets.lectulandia.co/b/Wilkie%20Collins/La%20hija%20de%20Jezabel%20(5303)/big.jpg
El 18 Brumario de Luis Bonaparte,Karl Marx,"Clásico, Filosofía, Histórico",N/D,Debes Iniciar sesión para escribir un comentario.,https://ww3.lectulandia.co/book/el-18-brumario-de-luis-bonaparte/,Clásico,2026-09-06 12:57:15,https://assets.lectulandia.co/b/Karl%20Marx/El%2018%20Brumario%20de%20Luis%20Bonaparte%20(5270)/big.jpg
Tesis sobre Feuerbach (versión ADE),Karl Marx,"Clásico, Filosofía",N/D,"Versión para dispositivos basados en Adobe Digital Editions (ADE).Las Tesis sobre Feuerbach son once breves notas filosóficas escritas por Karl Marx en 1845. Éstas resumen una crítica de las ideas del joven filósofo post-hegeliano Ludwig Feuerbach. No obstante, este texto es visto con frecuencia con mayor amplitud, pues critica el materialismo contemplativo de los jóvenes hegelianos en todas las formas de idealismo filosófico. Las tesis identifican la actividad práctica (acción política en su interpretación social) como la base de una epistemología casi inédita posterior al mundo idealista de toda la filosofía desde Platón. Además, el texto relaciona la crítica hacia el idealismo —el alemán sobre todo— y el materialismo idealista con una aplicación práctica, material y política (relacionada con la afirmación de Marx en este mismo trabajo de que El arma de la crítica no puede reemplazar la crítica de las armas). Marx no publicó las Tesis sobre Feuerbach en vida, sino que éstas fueron editadas después de su fallecimiento por su amigo Friedrich Engels y publicadas en 1888.",https://ww3.lectulandia.co/book/tesis-sobre-feuerbach-version-ade/,Clásico,2026-09-06 12:57:18,https://assets.lectulandia.co/b/Karl%20Marx/Tesis%20sobre%20Feuerbach%20(version%20ADE)%20(5235)/big.jpg
Diferencia de la filosofía de la naturaleza en Demócrito y Epicuro (versión ADE),Karl Marx,"Clásico, Filosofía",N/D,"Versión para dispositivos basados en Adobe Digital Editions (ADE).Diferencia de la filosofía de la naturaleza en Demócrito y Epicuro, también conocida como Diferencia de la filosofía de la naturaleza de Demócrito y Epicuro o Diferencia entre la filosofía de la naturaleza de Demócrito y Epicuro, la tesis que Karl Marx presentó en marzo del 1841 para obtener el título de doctor en la Universidad de Jena, en Bélgica, es un estudio comparativo que se sitúa en una distinción fundamental: el horizonte que ambos pensadores otorgan al carácter de la necesidad. Así, Demócrito limita su horizonte a la posibilidad real y a partir de allí deduce la necesidad. Es decir, que el hombre asume la realidad contingente del mundo como necesario y por ello le atribuye esencias. En contraposición, Epicuro no considera la existencia relativa como existencia absoluta: ""La realidad contingente sólo tiene valor de posibilidad, y la posibilidad abstracta es precisamente el antípoda de la posibilidad real. La segunda se contiene dentro de los límites definidos como el entendimiento: la primera es ilimitada como la fantasía"".",https://ww3.lectulandia.co/book/diferencia-de-la-filosofia-de-la-naturaleza-en-democrito-y-epicuro-version-ade/,Clásico,2026-09-06 12:57:22,https://assets.lectulandia.co/b/Karl%20Marx/Diferencia%20de%20la%20filosofia%20de%20la%20natural%20(5247)/big.jpg
El 18 Brumario de Luis Bonaparte (versión ADE),Karl Marx,"Clásico, Filosofía, Histórico",N/D,"Versión para dispositivos basados en Adobe Digital Editions (ADE).El trabajo de Marx El dieciocho Brumario de Luis Bonaparte, escrito basándose en el análisis concreto de los sucesos revolucionarios de Francia entre 1848 y 1851, es una de las obras más importantes del marxismo. En esta obra, Marx analizó la revolución francesa de 1848-1851; desarrolló aún más el principio fundamental del materialismo histórico, la teoría de la lucha de clases y de la revolución proletaria, la doctrina del Estado y de la dictadura proletaria; y llegó por primera vez a la conclusión de que el proletariado triunfante tiene que destruir la máquina del Estado burgués. «Todas las revoluciones han perfeccionado esta máquina —dice—, en lugar de romperla». Marx registró por escrito y oportunamente el acontecimiento ocurrido desde diciembre de 1851 hasta marzo de 1852. Mientras escribía El dieciocho Brumario de Luis Bonaparte, intercambió muy a menudo con Engels opiniones sobre el suceso francés. Para la investigación, además de los periódicos y materiales oficiales, Marx se valió también de algunas correspondencias privadas remitidas de París. El dieciocho Brumario de Luis Bonaparte fue preparado originalmente para que saliera a luz en Norteamérica en ediciones sucesivas del semanario comunista Die Revolution, auspiciado por José Weydemeyer, amigo de Marx y Engels y miembro de la Liga de los Comunistas. Pero esta revista publicó sólo dos números (en enero de 1852), debido a las dificultades económicas. Y como el artículo de Marx llegó demasiado tarde, no se pudo publicar en esos dos números. De acuerdo con la sugerencia de Marx, Weydemeyer lo publicó, en mayo de 1852, en forma de folleto como el primer (y único número) de Die Revolution, publicación de aparición indeterminada. Weydemeyer cambió el título del folleto por el de El dieciocho Brumario de Luis Napoleón (no Luis Bonaparte). Obedeció al aprieto económico el hecho de que Weydemeyer no pudiera comprar la mayor parte de la primera edición al propietario de la imprenta, por lo cual no fueron muchos los folletos enviados a Europa. Fracasó también la tentativa de imprimirla de nuevo en Alemania o editarla en inglés en Inglaterra. La segunda edición del folleto no se publicó hasta el año 1869. Al publicarla, Marx revisó el texto de la primera. En el prólogo de la edición de 1869, Marx dio la explicación siguiente acerca de la revisión: «Una reelaboración de la presente obra la habría privado de su matiz peculiar. Por eso, me he limitado simplemente a corregir las erratas de imprenta y a tachar las alusiones que hoy ya no se entenderían». La tercera edición editada por Engels en 1885 es exactamente igual en texto a la de 1869. El dieciocbo Brumario de Luis Bonaparte, en francés, se publicó primero en enero-noviembre de 1891 en Le Socialiste, órgano del Partido Obrero de Francia. Posteriormente apareció, en el mismo año, en Lila, en forma de opúsculo. En 1894 apareció por primera vez, en Ginebra, la edición en ruso. La traducción de este folleto se ha tomado de la edición alemana de 1869. El dieciocho Brumario del octavo año de la República después de la revolución burguesa francesa, o sea el 9 de noviembre de 1799, fue el día en que Napoleón I dio el golpe de Estado, implantó el régimen imperial y la dictadura militar. El 2 de diciembre de 1851, Luis Bonaparte, siguiendo la pauta de su tío, reestableció la dictadura militar por medio de un golpe de Estado; el 2 de diciembre de 1852, abrogó la República, emprendió el régimen imperial y fue proclamado Napoleón III. Por esta razón, Marx tomó la fecha dieciocho Brumario como título de su folleto para satirizar y denunciar a Luis Bonaparte.",https://ww3.lectulandia.co/book/el-18-brumario-de-luis-bonaparte-version-ade/,Clásico,2026-09-06 12:57:24,https://assets.lectulandia.co/b/Karl%20Marx/El%2018%20Brumario%20de%20Luis%20Bonaparte%20(versio%20(5248)/big.jpg
La tempestad,William Shakespeare,"Clásico, Teatro",N/D,"En este drama, escrito al final de su carrera, como en El sueño de una noche de verano, escrito al comienzo, Shakespeare utiliza lo sobrenatural, recurriendo al mundo maravilloso de los elfos y de las hadas, fundiendo admirablemente sus acciones con aventuras humanas, con lo que éstas ganan en donosura y profundidad. Después de Hamlet, La tempestad es el drama shakesperiano que ha dado más amplio pábulo a hipótesis e interpretaciones. En ciertos momentos, en las poesías de Ariel y en las palabras de Próspero, el poeta mismo, por boca de sus personajes, se dirige al mundo y expresa su concepto de la vida, de manera que La tempestad es el más personal de sus dramas y parece reflejar a veces el pensamiento más profundo del dramaturgo: «Somos de la misma sustancia de que están hechos los sueños, y nuestra breve vida está rodeada de un sueño» (IV, esc. 1). La tempestad está considerada como la invención más sincera y original de Shakespeare. Es también la «summa» de su cultura acumulada a través de los años, y sobre todo de su experiencia teatral. Es ante todo un experimento en el ámbito del espectáculo: explota, deliberadamente, como ninguna otra obra precedente, los recursos y trucos de escena y hace del elemento musical y de todos los efectos sonoros una estructura que recorre la obra. Suele hablarse del texto como testamento literario de su autor, puesto que las obras que escribió después fueron elaboradas en colaboración con otros autores, y no alcanzan la calidad de ésta. Próspero, duque legítimo de Milán ha sido expulsado de su posición por su hermano y se encuentra en una isla desierta tras naufragar su buque. La obra comienza con una fuerte tormenta provocada por sus artes mágicas cuando adivina que su hermano, Antonio, viaja en un buque cerca de la isla en la que se encuentra. En ella, Próspero cuenta con la compañía de su hija Miranda y descansa con sus numerosos libros dedicándose al estudio y el conocimiento de las Artes Clásicas. Próspero entra en contacto con seres invisibles como Ariel, intermediarios entre los dioses y los hombres. Con su ayuda, desde el caos y la locura, Próspero tejerá un encantamiento que le permitirá iniciar su venganza. Escrito en 1611 y estrenado el mismo año, este drama en cinco actos, en verso y prosa, de William Shakespeare se publicó en el in-folio de 1623.",https://ww3.lectulandia.co/book/la-tempestad/,Clásico,2026-09-06 12:57:27,https://assets.lectulandia.co/b/William%20Shakespeare/La%20tempestad%20(5198)/big.jpg
Mujercitas,Louisa May Alcott,"Clásico, Drama, Romántico",Mujercitas,"«Cuando me encargaron la traducción de Mujercitas me hice la pregunta que ahora, supongo, se harán muchos lectores: ¿por qué otra traducción de un texto tan conocido? Al poco de empezar el trabajo, comprendí que la respuesta era más interesante que la pregunta: porque no es cierto que conozcamos de verdad esta novela».Así arranca el prólogo de Gloria Méndez a esta nueva traducción de la famosa obra de Louisa May Alcott; basada en el texto íntegro de la primera edición de 1808, con el añadido de muchos párrafos que se suprimieron en las versiones posteriores. El volumen incluye también la segunda parte de la historia, que la autora publicó en 1869 para dar respuesta a las muchas cartas de los lectores, interesados en saber cuál sería el destino futuro de las hermanas March, cuatro jovencitas que vivían en un pueblo de Nueva Inglaterra mientras la guerra civil hacía estragos en toda América.Han pasado casi ciento cincuenta años desde aquel lejano 1868, pero la complicidad de Meg, Beth, Amy y Jo con las demás mujeres no ha muerto. Es más, autoras de la talla de Simone de Beauvoir y Joyce Carol Oates han sido admiradoras entusiastas de esas Mujercitas que en sus gestos y palabras resumen el espíritu de una época y aún hoy pueden regalarnos unas hermosas horas de lectura.«Hay un libro en el que creí ver reflejado mi futuro: Mujercitas, de Louisa May Alcott… Yo quería a toda costa ser Jo, la intelectual. Compartía con ella el rechazo a las tareas domésticas y el amor por los libros. Jo escribía, y para imitarla empecé mis primeros cuentos cortos».Simone de Beauvoir, Memorias de una joven formal",https://ww3.lectulandia.co/book/mujercitas/,Clásico,2026-09-06 12:57:30,https://assets.lectulandia.co/b/Louisa%20May%20Alcott/Mujercitas%20(5209)/big.jpg
Sobre el arte de contar historias,Horacio Quiroga,"Clásico, Ensayo",N/D,"Con la publicación de estos ensayos (1922-1930), Horacio Quiroga buscó explorar el «problema de la literatura». De la ajena y de la propia, porque, como pensaba Borges, leer es una manera de crear, y en él la lectura no fue enciclopédica, ni siquiera muy vasta, sino que constituyó una auténtica profesión de fe, la elección de un trayecto ficcional del que dejó testimonio irrrecusable. No debe descartarse, en estos textos, una fuerte dosis de humor e ironía (como en su «defensa» frente a los jóvenes vanguardistas), pero por encima de ella la reflexión, la búsqueda de racionalizar el acto creativo, en la que destaca su agudeza, penetración y dominio de la poética del cuento que con tanto magisterio ejerció.",https://ww3.lectulandia.co/book/sobre-el-arte-de-contar-historias/,Clásico,2026-09-06 12:57:33,https://assets.lectulandia.co/b/Horacio%20Quiroga/Sobre%20el%20arte%20de%20contar%20historias%20(5185)/big.jpg
Cuentos dispersos,Horacio Quiroga,"Clásico, Cuentos, Drama, Fantástico, Romántico, Terror",N/D,"Algo más de un tercio de los cuentos publicados en periódicos y revistas, durante toda la trayectoria de Horacio Quiroga como narrador, nunca fue recopilado en libro. El presente volumen —amplia selección de dicho material— incorpora, además, un prólogo de la escritora argentina Liliana Heker. El Quiroga que aquí recuperamos, el que se multiplicó en publicaciones de vasto tiraje y heterogéneo público, confirma sus dotes de extraordinario constructor de ficciones, abriendo el camino para que quienes lo sucedieron —Borges, Cortázar, Rulfo, Ribeyro— pudieran llevar el cuento hispanoamericano a la insuperable maestría que alcanzó poco después. Por todo ello, su aporte sigue vivo y actual.",https://ww3.lectulandia.co/book/cuentos-dispersos/,Clásico,2026-09-06 12:57:37,https://assets.lectulandia.co/b/Horacio%20Quiroga/Cuentos%20dispersos%20(5186)/big.jpg
Fábulas morales,Félix María Samaniego,"Clásico, Cuentos, Infantil y juvenil, Poesía",N/D,"Félix María de Samaniego es, sin duda, uno de los máximos exponentes de una poesía satírica y mordaz, escrita en forma de fábulas morales con las que buscaba enseñar valores morales a los niños de su época. Sus fábulas, fuertemente influenciadas por su educación francesa y por La Fontaine, acompañan desde entonces a generaciones de españoles y conservan una intemporalidad y una fuerza que las mantiene en lo más alto de la literatura en lengua hispana. En 1781 se publicaron en Valencia los cinco primeros libros con el título de Fábulas en verso castellano, y en 1784 apareció en Madrid la versión definitiva, titulada Fábulas morales y formada por nueve libros con 157 fábulas.",https://ww3.lectulandia.co/book/fabulas-morales/,Clásico,2026-09-06 12:57:41,https://assets.lectulandia.co/b/Felix%20Maria%20Samaniego/Fabulas%20morales%20(5166)/big.jpg
Germinal,Émile Zola,"Clásico, Histórico, Relato",Los Rougon-Macquart,"Francia, 1866: Étienne Lantier abofetea a su patrón y se queda sin empleo. Vagabundo y sin trabajo, halla nueva ocupación en las minas de carbón. Los rigores de la labor bajo tierra, las condiciones inhumanas, la injusticia, la crisis social, la revolución y la huelga, la brutal represión, pero también el amor, son los protagonistas de Germinal, uno de los más rotundos y vívidos alegatos nunca escritos en favor de los explotados y los oprimidos.",https://ww3.lectulandia.co/book/germinal/,Clásico,2026-09-06 12:57:43,https://assets.lectulandia.co/b/Emile%20Zola/Germinal%20(5135)/big.jpg
El secreto de Sarah,Wilkie Collins,"Clásico, Intriga",N/D,"El secreto de Sarah es una investigación alrededor de un secreto celosamente guardado en una mansión, la Torre de Porthgenna, de la que la doncella Sarah Leeson huye el mismo día del fallecimieto de su señora. Quince años después, la existencia del secreto llega a oidos de Rosamond, en ese momento señora de Porthgenna, quien se empeñará en descubrirlo. Como sucede en las mejores obras de Collins, por El secreto de Sarah desfilan personajes impagables: la propia Sarah, cuyas desdichas son interminables; el excéntrico y misántropo Andrew Treverton; su impertinente criado Schrowl; Leny, el marido ciego; o el plúmbeo Mr. Phippen, un individuo que recuerda a los inefables Bouvard y Pécuchet. Maestro del suspense, artífice de argumento laberínticos y sin embargo trepidantes, Collins en El secreto de Sarah, se revela una vez más como el gran fundador de la novela de intriga y misterio.",https://ww3.lectulandia.co/book/el-secreto-de-sarah/,Clásico,2026-09-06 12:57:45,https://assets.lectulandia.co/b/Wilkie%20Collins/El%20secreto%20de%20Sarah%20(5119)/big.jpg
La Venus de las pieles,Leopold von Sacher-Masoch,"Clásico, Erótico, Psicología",La sonrisa vertical,"En La Venus de las Pieles el lector descubrirá en Severino al sujeto que busca una dominadora a la cual esclavizarse, acudiendo inclusive a obligarse formalmente mediante un contrato que consagrará con detalle su deber, voluntariamente consentido, de someterse a las más diversas situaciones humillantes y a las sofisticadas torturas que ofrece la imaginación depravada de los dos firmantes, con el fin de provocarse la ansiada excitación sexual, al tiempo que el sujeto pasivo que recibe el beneficio del sufrimiento es puesto en el centro de un ritual de dolor, humillación y sumisión, de desdeñosa frialdad y de castigos físicos y morales, que entre más insufribles le resulten, le propiciarán el éxtasis buscado.",https://ww3.lectulandia.co/book/la-venus-de-las-pieles/,Clásico,2026-09-06 12:57:49,https://assets.lectulandia.co/b/Leopold%20Ritter%20von%20Sacher-Masoch/La%20Venus%20de%20las%20pieles%20(5087)/big.jpg
Julio César,William Shakespeare,"Clásico, Histórico, Teatro",N/D,"La obra se ambienta en el año 44 antes de nuestra era, y narra los acontecimientos que acompañaron la muerte del célebre militar y cónsul romano. La conspiración de varios personajes de alcurnia para asesinar a Julio César, el éxito del complot, y el posterior castigo de los culpables se abordan desde la perspectiva de Bruto. Este personaje es también un militar destacado, que tiene una relación afectiva muy cercana con César (la amante del cónsul es la madre de Bruto), y se debate entre sus vínculos filiales y el ideal patriótico al participar en la maquinación del homicidio. La gran mayoría de los críticos e historiadores de Shakespeare, concuerdan en que la obra refleja la ansiedad general de Inglaterra, a causa de los temores sobre la sucesión del liderazgo. En el momento de su creación y primera representación, la reina Isabel I, una fuerte monarca, se encontraba desgastada y se había negado a nombrar a un sucesor, llevando a entrever una posible guerra civil, similar a aquella que se levantó en Roma tras la muerte de su emperador.",https://ww3.lectulandia.co/book/julio-cesar/,Clásico,2026-09-06 12:57:52,https://assets.lectulandia.co/b/William%20Shakespeare/Julio%20Cesar%20(5039)/big.jpg
El candor del padre Brown,Gilbert Keith Chesterton,"Clásico, Policíaco",Los relatos del Padre Brown,"De las historias de G.K. Chesterton protagonizadas por el padre Brown, Jorge Luis Borges dijo una vez que aún se recordarían cuando el género policíaco hubiese caducado. Pero en las historias detectivescas del padre Brown hay un rasgo que llama la atención: el protagonista no es un detective privado, ni un policía, ni siquiera un aficionado a resolver crímenes; es un sacerdote católico, toda una provocación, dado que Chesterton situó además a este sacerdote papista en plena Inglaterra anglicana, y ni siquiera se preocupó de hacerlo simpático a los lectores",https://ww3.lectulandia.co/book/el-candor-del-padre-brown/,Clásico,2026-09-06 12:57:56,https://assets.lectulandia.co/b/Gilbert%20Keith%20Chesterton/El%20candor%20del%20padre%20Brown%20(5024)/big.jpg
Mendel el de los libros,Stefan Zweig,"Clásico, Drama",N/D,"Escrito en 1929, Mendel el de los libros narra la trágica historia de un excéntrico librero de viejo que pasa sus días sentado siempre a la misma mesa en uno de los muchos cafés de la ciudad de Viena. Con su memoria enciclopédica, el inmigrante judío ruso no sólo es tolerado, sino querido y admirado por el dueño del café Gluck y por la culta clientela que requiere sus servicios. Sin embargo, en 1915 Jakob Mendel es enviado a un campo de concentración, acusado injustamente de colaborar con los enemigos del Imperio austrohúngaro. Un breve y brillante relato sobre la exclusión en la Europa de la primera mitad del siglo xx.",https://ww3.lectulandia.co/book/mendel-el-de-los-libros/,Clásico,2026-09-06 12:57:59,https://assets.lectulandia.co/b/Stefan%20Zweig/Mendel%20el%20de%20los%20libros%20(5031)/big.jpg
Poder burgués y poder revolucionario,Mario Roberto Santucho,"Clásico, Ensayo",N/D,"La clase obrera y el pueblo argentino han vivido los últimos años riquísimas experiencias políticas que entroncan en la historia de nuestra lucha de clases, y aclaran cristalinamente cuestiones vitales para los intereses nacionales y sociales de las masas trabajadoras argentinas. Reflexionar sobre estas experiencias, observar el comportamiento de las clases enfrentadas, comprender en profundidad las particularidades de nuestra revolución y extraer las conclusiones para guiar la acción correctamente, es una apremiante responsabilidad de los obreros conscientes, de los sectores progresistas y revolucionarios en general, de nuestras más amplias masas trabajadoras. En el presente folleto intentaremos un sintético análisis de ciertos procesos centrales de nuestra reciente historia política, con el ánimo de contribuir a su comprensión, de aventar la espesa niebla del diversionismo ideológico esparcido por la burguesía y la pequeño-burguesía para ocultar esos aspectos fundamentales, para confundir al pueblo y desviar su lucha.",https://ww3.lectulandia.co/book/poder-burgues-y-poder-revolucionario/,Clásico,2026-09-06 12:58:01,https://assets.lectulandia.co/b/Mario%20Roberto%20Santucho/Poder%20burgues%20y%20poder%20revolucionario%20(5004)/big.jpg
El alcalde de Zalamea,Pedro Calderón de la Barca,"Clásico, Poesía, Teatro",N/D,"El alcalde de Zalamea» es una de las obras más populares de Calderón de la Barca y contiene todos los grandes ingredientes de la literatura universal: venganza, pasión, crimen, honor, orgullo, justicia, lucha de clases… Esta universalidad unida a la maestría en la dramatización es lo que hace de esta obra publicada en 1651 (escrita, presumiblemente, en 1636) un clásico imprescindible, un texto sorprendentemente actual pese a haber sido escrito hace ya casi cuatro siglos. La obra narra el drama vivido en la localidad extremeña de Zalamea de la Serena al pasar las tropas españolas con motivo de la guerra de Portugal. El capitán Don Álvaro de Ataide, personaje de extracción nobiliaria es alojado en la casa del labrador rico de la localidad, Pedro Crespo, a cuya hermosa hija Isabel secuestra y ultraja. Cuando Pedro Crespo intenta remediar la situación, ofrece bienes a Don Álvaro para que se case con Isabel, a la que rechaza Don Álvaro por ser villana, es decir de clase inferior. Este desprecio afrenta definitivamente el honor de toda la familia de Pedro Crespo. En pleno trauma familiar, es elegido alcalde de Zalamea y siguiendo una querella cursada a la justicia por la ultrajada Isabel, aún sin poseer jurisdicción sobre el militar, Pedro Crespo prende, juzga y hace ajusticiar a Don Álvaro dándole garrote. La trama se resuelve, cuando el Rey Don Felipe II, revisa la decisión del alcalde, la ratifica y premia su decisión nombrando a Pedro Crespo alcalde perpetuo de Zalamea.",https://ww3.lectulandia.co/book/el-alcalde-de-zalamea/,Clásico,2026-09-06 12:58:05,https://assets.lectulandia.co/b/Pedro%20Calderon%20de%20la%20Barca/El%20alcalde%20de%20Zalamea%20(5013)/big.jpg
